,0
433,Python Machine Learning
434,Redes neurais artificiais: Fundamentos e Aplicações
435,Betting Python - Código Para Prognósticos
436,Auto se conheça
437,Fácil Aprendizagem Python 3: Passo a passo para levar os iniciantes a aprender Python melhor e rápido
438,Não Me Faça Pensar
439,Termodinâmica na Engenharia Química
440,O Fantasma - volume 10: O fantasma aterroriza os terroristas!
441,Metodos Numericos Computacionais
442,Web Scraping com Python: Domine a coleta de dados na web para análise e insights
443,Pythonverso: Aprendendo Python com jogos e desafios
444,Fundamentos da computação em nuvem (Série Universitária)
445,Introdução à Programação com Python
446,Estatística
447,Introducao A Programacao Pensamento Computacional
448,Cálculo Financeiro das Tesourarias: Bancos e Empresas
449,Botando a Mão na Massa: Guia prático para aprender Python
450,Minha Lady Jane
451,Controladores Lógicos Programáveis
452,Programação Descomplicada: As principais linguagens de programaçao e para que servem
453,Análise Técnica de Ações - Padrões Gráficos
454,Computação Científica usando Python
455,Iniciando em python
456,Métodos Numéricos Aplicados: Rotinas em C++
457,Reconhecimento de gestos manuais com Python
458,Decodificando Analytics: Analytics com Dataviz na Tomada de Decisão
459,Sql Avancado e Teoria Relacional - 1
460,Ciência de Dados e Aprendizado de Máquina: Uma abordagem prática as redes neurais artificiais
461,Analítica de dados com Hadoop: Uma introdução para cientistas de dados
462,"Desenvolvimento de Jogos 2D com Unity: O Guia do Iniciante (Jogos, python e IA)"
463,Python De A A Z
464,ChatGPT e Python Em Ação Para Iniciantes
465,Gastaria Tudo Com Pizza
466,Raspberry PI descomplicado
467,Sistemas de Banco de Dados
468,151 Desafios Pythonicos: Aprenda Python Através de Exercícios
469,Python Bootcamp (Exercícios Comentados): Vol. 1
470,"Inteligência Artificial em Javascript (Aprendendo Programação e Desenvolvimento Web com Javascript, C# e Bancos de Dados)"
471,Lógica de Programação com Python: Aprenda a Programar do Zero!
472,"COLETÂNEA Tópicos Especiais em Python: 2 livros, 280+ páginas"
473,Algoritmos
474,Inteligência Artificial Aplicada: Usando Python e TensorFlow
475,"COLETÂNEA PYTHON NA PRÁTICA: 2 livros, 290+ páginas, 175+ exercícios"
476,Use a cabeça! Análise de dados
477,"Da Revolução do Stand-up à TV Pirata: Comédia e Sociedade no Brasil, Estados Unidos e Inglaterra"
478,Fundamentos De Programação Python
479,Monty Python. Uma Biografia Escrita por Monty Python
480,JavaScript do ZERO à Programação Orientada a Objetos
481,Introdução à Programação: Para Iniciantes e Agências Web Modernas
482,Inteligência Artificial e Machine Learning: Teoria e Aplicações
483,"Aprenda tudo sobre JavaScript , Python , Java , C# e SQL"
484,Visão Computacional em Python: Do básico às redes neurais artificiais
485,As aventuras de Patuncio: O programador Full Quack
486,Aprender a programar em Python: Aprenda a linguagem de programação python do zero.
487,The Hundred-Page Machine Learning Book em português
488,Uma introdução prática ao processamento de sinais digitais com Python
489,Computação Distribuída em Python
490,"O Livro do Programador: A bússola definitiva para você programar em qualquer linguagem (Aprendendo Programação e Desenvolvimento Web com Javascript, C# e Bancos de Dados)"
491,101 Exercícios Comentados em Python: F. Lima
492,Programando em Python do Basico `A Web
493,Computação em Nuvem: O Que Você Realmente Precisa Saber
494,Introdução à Programação em Linguagem Python
495,Tópicos Especiais em Python - Vol. 5 (Tópicos Especiais em Python - Fernando Feltrin Livro 1)
496,Arrays com Python + Numpy (Versão Estendida): 75+ Exercícios Resolvidos e Comentados
497,Derivativos e Risco de Mercado
498,Redes Neurais Artificiais Aplicadas à Medicina: Versão Estendida - 400+ páginas
499,Aprendendo A Programar
500,Vagabundos no Espaço - Volume1
501,Framework Django para iniciantes
502,2h para Aprender Python : Conteúdos e Dicas para Iniciantes em Python
503,BOT Trade para Criptomoedas: Crie seu próprio Robô de Criptomoedas
504,Aprenda tudo sobre python
505,Reencarnei como uma jujuba: e outros textos igualmente degradantes
506,PYTHON_PODCAST_BR
507,História da Programação: primeira linguagem de programação e a sua evolução
508,Práticas Python para Principiantes: Livro Exclusivo para Aspirantes
509,informática - Série Provas e Concursos: 1507 Questões Comentadas
510,Teoria computacional de grafos: Os algoritmos
511,Python para Iniciantes: Uma jornada descomplicada na programação
512,Histórias apócrifas
513,Tópicos Especiais em Python Volume 4: Boas Práticas de Programação (Tópicos Especiais em Python - Fernando Feltrin Livro 2)
514,Guia Essencial para Iniciantes em Programação: Descubra quais as Linguagens Mais Populares para você aprender
515,Python Expresso: Aprendizado Rápido e Eficiente
516,Python para iniciantes
517,O BÁSICO DE APRENDER A CODIFICAÇÃO PYTHON PARA ADOLESCENTES
518,Tópicos Especiais em Python - Fernando Feltrin
519,Zeros de funções: Série Cálculo Numérico para todos
520,Algoritmos de Programação: Exemplos Implementados - Revisado
521,"Pesquisa Operacional: 170 Aplicações em Estratégia, Finanças, Logística, Produção, Marketing e Vendas"
522,Ciência dos Dados nas Organizações. Aplicações em Python
523,Python para Iniciantes: Guia de Introdução à Lógica de Programação
524,Python Em Poucas Palavras
525,O Livro da Selva
526,Aprendizado de Máquina Para Leigos
527,Memória e esquecimento na internet (Pautas em Direito)
528,Python. Algoritmia e Programação Web
529,Uma introdução à Internet das Coisas e Sistemas Embarcados utilizando programação por blocos com BIPES e ESP8266 / ESP32
530,Expressões Regulares Cookbook
531,Método de Volumes Finitos Aplicado à Condução de Calor
532,AS MELHORES BIBLIOTECAS PYTHON: Torne-se um Especialista na Linguagem mais Popular do Mundo!
533,"Introducao a Programacao Web Para Bioinformatica. Html, Css, Php & Javascript"
534,Programação Orientada à Objetos em Python: Do Básico ao Avançado
535,Python Fácil: Guia Python Para Iniciantes
536,"Administracao De Redes Com Scripts: Bash Script, Python E Vbscript"
537,Técnicas de invasão de sistemas pentest: práticas detalhadas de hacker ético para os novos profissionais do mercado
538,Programação Python: Para principiantes
539,Documentação do Jinja: Documentação do Jinja completa em Português
540,Python para Iniciantes: Aprenda a Programar de Forma Simples e Divertida
541,"Coletânea Tópicos Especiais em Python: 3 Livros, 400+ Páginas"
542,O Reino De Python
543,Aprendendo a programar com Python
544,Python - do Inicio ao Desenvolvimento Basico de Jogos
545,Um Caminho para a Engenharia de Dados
546,GUIA PRÁTICO PARA APRENDER A PROGRAMAR EM PYTHON: PROGRAMAR AVANÇADO EM PYTHON
547,Sistema de Correcção Automática - Python OMR
548,"TRIBOLOGIA, LUBRIFICAÇÃO E MANCAIS DE DESLIZAMENTO - 2ª EDIÇÃO REVISTA E AMPLIADA"
549,A Espetacular e Incrível Vida de Douglas Adams
550,Python - Primeiro passo no data science
551,Guia Mangá álgebra Linear
552,Algoritmos e Estruturas de Dados
553,APRENDENDO LÓGICA DE PROGRAMAÇÃO (Portugol)
554,Estatística básica
555,Atos Assombrosos - A Trilogia De Eddie Dickens
556,Python Descomplicado: Da Programação Iniciante ao Avançado
557,Meu Primeiro Livro de Programação
558,Machine Learning E Python: Um Guia Pr?tico ? Ci?ncia De Dados
559,Eleve o nível da Extração de Dados(OCR) a um Novo Patamar: Descubra os Segredos com Google Vision API e ChatGPT
560,Métodos Numéricos: Ponto fixo com MATLAB e Python
561,Machine Learning no Power BI: Use o aprendizado de máquina para automatizar seu Power BI
562,Introdução À Programação Com Python. Algoritmos E Lógica De Programação Para Iniciantes
563,Como Funciona Um Sistema De Recomendação
564,Coleção Os Melhores Filmes de Todos os Tempos (Completa - 8 volumes)
565,Computação em nuvem - cloud computing: tecnologias e estratégias
566,"Aprenda Python em 2h, com Mini Curso Python Gratuito"
567,250 Exercícios de Múltipla Escolha Sobre Python
568,Aprendizado De Máquina Python 2 Livro Em 1
569,Tópicos Especiais em Python - Volume 2 (Tópicos Especiais em Python - Fernando Feltrin Livro 4)
570,PUDIM PROJECT: Python Volume 11 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT)
571,Análise técnica dos mercados financeiros
572,"Inteligência Artificial: Robôs, Aplicativos e Aprendizado de Máquina em Poucas Palavras"
573,Gestão da Segurança da Informação em Sistemas-de-Sistemas com RDFLib
574,PUDIM PROJECT: Python Volume 09 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT Livro 7)
575,PUDIM PROJECT: Python Volume 08 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT Livro 8)
576,Aprenda a programar em 10 lições fáceis
577,Codificação Python c++
578,Inteligência Artificial Bayesiana
579,Python Bootcamp (Exercícios em Python): Vol. 2
580,Python Bootcamp (Exercícios em Python): Vol. 3
581,50+ Exercícios Resolvidos e Comentados em Python: Nível Especialista (Exercícios Resolvidos e Comentados em Python - Fernando Feltrin Livro 2)
582,Framework Django para Iniciantes: Desenvolvimento ágil de páginas web modernas com Python + HTML + CSS + Javascript
583,TECNOLOGIA DA INFORMAÇÃO: O mais completo para todos os concursos.
584,Programação em Python 3
585,Nagios. Monitorando de Redes Corporativas - 1
586,PUDIM PROJECT: Python Volume 07 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT Livro 9)
587,Construa Uma Estrutura Web Frontend (do Zero)
588,Python para programadores africanos principiantes
589,Python Descomplicado
590,O Plâncton como Bioindicador Ambiental – Guia Prático Ilustrado
591,2h de Python
592,"Guia do Maker Para o Apocalipse Zumbi: Defenda sua Base com Circuitos Simples, Arduino e Raspberry Pi"
593,PUDIM PROJECT: Python Volume 10 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT)
594,Concepção de um dispositivo de análise térmica simples e diferencial: Utilização de ferramentas Arduino® e Python®
595,Extracção de padrões de utilidade utilizando Python
596,GUIA PRÁTICO PARA APRENDER A PROGRAMAR EM PYTHON: APRENDER A PROGRAMAR
597,Python Infantilizado: Conceitos Iniciais em exemplos bobos.
598,Controle da qualidade handbook - vol.1 - conceitos
599,Métodos Numéricos: Ponto Fixo (Matlab e Pyton)
600,Drones e Aerofotogrametria: Uma Questão de Atitude e de Matemática: Correção Geométrica no Ângulo Yaw
601,Porque Não sou Cristão
602,Dados Demais!
603,Explorando Além dos Gráficos: Recursos Avançados e Truques no Power B (Power BI além dos gráficos Livro 1)
604,"Integrando Flash com Perl e Python - Versoes Mx 2004, Mx e 5.0 - 1"
605,Primeiros Passos com Web2py: Desenvolvimento Agil para Web
606,inteligência artificial: Os antepassados da aprendizagem profunda
607,Primeiros Passos com o Raspberry PI
608,"Inteligência Artificial: A Breve História da Aprendizagem Profunda, Algoritmos, Processamento de Linguagem Natural, Redes Neurais Artificiais e Ferramentas como ChatGPT, Dall-E e Mais"
609,Python E Django - Desenvolvimento Agil De Aplicacoes Web
610,MANUAL DO FREELANCER: Consiga seu primeiro cliente e ganhe uma renda extra
611,Sistema de Recomendação de Livros Online Utilizando Filtragem Colaborativa: Aplicação da aprendizagem mecânica usando Python
612,Monty Python - o Sentido da Vida - sem CD
613,Sistemas Lineares: Série Cálculo Numérico para todos
614,As fantásticas fábulas do magnífico Terry Jones
615,"Cálculo No Mercado Financeiro: Conceitos, Ferramentas E Exercícios"
616,Documentação do Twisted
617,Uma fuinha sobrenatural se instalou no meu cérebro: e outros textos igualmente imbecis
618,Geek Love: Todos nós temos um lado freakshow
619,Coding for Security : Guia Completo para Desenvolvimento Seguro
620,DESPERTE O PROFÉTICO QUE HÁ EM VOCÊ: Como operar biblicamente no profético e desmascarar o espírito Python
621,UNIVERSO DA PROGRAMAÇÃO: Guia Essencial de termos e conceitos
622,Apostila Python: Porta de entrada
623,Know python in Portuguese
624,Noções básicas de Python
625,Machine Learning: metodologia de mineração automatizada com dados das redes sociais e processamento de linguagem natural
626,Go em Ação
627,Python Descomplicado
628,Python para Iniciantes: Um Guia Prático para Aprender a Programar
629,Documentação do PyTest
630,Explicando Django 1.10
631,Aprenda a Programar
632,Fundamentos do Full-Stack: Integração de Django e JavaScript
633,"Administracao De Redes Com Scripts. Bash Script, Python E Vbscript"
634,Aprendizagem profunda prática com programação Python
635,Plone 4: administrando servidores Plone 4.x na prática
636,Por Que Não Sou Cristão
637,Guia como codificar em Minecraft
638,Introdução em Cloud: Uma breve Introdução a Computação em Nuvem
639,Blockchain com Python Guia básico: Python aplicado ao blockchain em nível básico
640,Mineração de Dados da Web Social
641,DOMINE O TensorFlow: Aprenda a trabalhar na melhor ferramenta de inteligência artificial do mercado
642,Estrutura de Dados e Técnicas de Programação
643,Aprendizagem Da Máquina de Programação Em Python: Uma introdução aos modelos de aprendizagem automática - supervisionada
644,Expressões Regulares. Uma Abordagem Divertida
645,Aprendendo Julia - Introdução à DataFrames e Ciência de Dados em Julia
646,C#: Como Programar
647,PYTHON GAMES
648,Guia abrangente para o empenamento dinâmico do tempo em Python
649,Aprendizado de Máquina
650,LATEX para cientistas
651,Gestión de tesorería con Python
652,Curso Básico para se Tornar um Programador
653,A Arte da Programação:: Desafios e Conquistas de Levike
654,Aum Coloração Em Bloco Para Gráficos Especiais Com Codificação Python: Vol 2
655,Simplificando Algoritmos
656,Programação Python: Complexo é Simples
657,Cartografia Com Python: Aplicações NAS Ciências Agrárias E Geociências
658,Rastreamento celular convectivo através da Visão Computadorizada baseada no Aprendizado Profundo: Algoritmo baseado em Python para identificação e seguimento de células convectivas
659,Python Descomplicado: O caminho do Autodidata
660,Inteligência Artificial com R e Python para Iniciantes: Uma Introdução à Análise Estatística e Machine Learning
661,Computação em nuvem para concursos - Questões comentadas e teoria
662,23 Perguntas sobre Aprendizado de Máquina: Regras Práticas para o Desenvolvimento de Aplicações
663,"Padronização da Colheita de Semên em Três Espécies de Serpentes: (Epicrates crassus, Python regius e Crotalus durissus terrificus)"
664,Programando o Raspberry PI
665,Raspberry PI. Manual do Usuário
666,Programação à Caminho: Aprenda os conceitos básicos e escreva seu primeiro código.
667,UNIVERSO DA PROGRAMAÇÃO: Guia essencial de termos e conceitos
668,Curso Intensivo de Python: Uma Introdução Prática e Baseada em Projetos à Programação
669,Aprendendo Pentest com Python: Utilize Scripts Python Para Executar Pentests Eficazes e Eficientes
670,Deteção de idade e género com base na aprendizagem profunda
671,Computational Thinking : Unlocking the Power of Problem Solving
672,Deteção de imagens falsas utilizando algoritmos de aprendizagem automática
673,Labirinto: Trinta anos sem perder a magia
674,Aprenda a Programar com Minecraft: Transforme seu Mundo com o Poder do Python
675,Computação Em Nuvem: Solução de armazenamento de dados
676,PYTHON TOTAL Volume 5
677,PYTHON TOTAL: Deep Learning e Visão Computacional
678,"Míster Mundo: Jorge Jesus, o Flamengo e o incrível ano de 2019"
679,Geração de citações aleatórias por categoria
680,Humanos: Una breve historia de cómo la hemos pifiado
681,Dominando Python
682,Data science do zero: primeiras regras com o Python
683,Python Para Data Science
684,Python para começar
685,Python com Excel: Automação e Análise de Dados
686,Desenhando com Turtle Graphics – Python
687,Use a cabeça! Programação JavaScript: programação JavaScript
688,Python Primer: um guia para principiantes sobre os fundamentos da programação
689,Programação Python
690,Python: Uma Introdução Simples
691,Python no centro: Aprendizagem automática e muito mais
692,Python para IOT: Programação Prática Python para IOT
693,Manual de Introdução à Programação Python
694,Aprendendo PySpark: Passo a Passo
695,IMPLEMENTANDO UM PERCEPTRON NO PYTHON
696,ALGORITMOS E LÓGICA DE PROGRAMAÇÃO COM PYTHON
697,PROGRAMAÇÃO PYTHON: APRENDER RAPIDAMENTE
698,Aprendendo Python
699,Conceitos de programação Python: Para principiantes e estudantes
700,Linguagens de Programação: Princípios e Paradigmas
701,Exemplos de utilização de Python para criar Geo-apps
702,"Python: Pygame, Zope, Trac, Sintaxe e semântica de Python, Guido van Rossum, CPython, Blender Publisher, Django, WxPython, PyQT, PyGTK, Stoq"
703,FUNDAMENTOS DE DEEP LEARNING: Um Guia Essencial para Estudantes e Profissionais
704,Algoritmos e Logica de Programacao com Python
705,Processamento de imagens: Edição de construção do ambiente Python/OpenCV
706,Um algoritmo Python para a criação de dicionários em línguas africanas: Desenvolvimento de ferramentas HLT para as línguas africanas utilizando software de código aberto
707,O Oráculo De Delfos
708,Programação Python: Melhor desenvolvimento de PHP com o Laravel Framework e o Eloquent
709,Introducao A Programacao Com Python [Paperback] ROJAS E KOSTIN
710,Algoritmos - Teoria e Prática
711,Livro de Tarefas de Segurança Cibernética: Protecção de dados utilizando a linguagem de programação Python
712,Gastaria Tudo com Pizza - Edição com Autógrafo
713,CONVERSÃO ÁUDIO/TEXTO PARA LINGUAGEM GESTUAL: ABORDAGEM PYTHON
714,Sistema de apoio à decisão: Sistema de apoio à decisão com Python
715,INTRODUCAO A COMPUTACAO USANDO PYTHON - UM FOCO NO
716,Implementação do Python na Previsão da Estrutura Física e Microfísica
717,"Software livre: Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender, História do software livre, NetHack, Copyleft, LaTeX"
718,"Conteúdo livre: Enciclopédias livres, Jogos em Código aberto, Licenças de conteúdo livre, Software livre, Python, Git"
719,"Linguagens interpretadas: Python, Linotte, Euphoria, Ruby, VBScript, Perl, AppleScript, Lua, Batch, AWK, Shell script, MIRC script, Logic Basic"
720,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64"
721,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal"
722,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender"
723,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam"
724,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script"
725,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia"
726,Reconhecimento de gestos da mão utilizando aprendizagem automática em Python
727,Análise de dados
728,Introdução à ciência dos dados
729,Chuvas Intensas e Marés Crescentes em Moçambique: Desafios e Estratégias Diante do Aumento do Nível do Mar
730,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64"
731,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal"
732,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender"
733,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam"
734,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script"
735,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia"
736,Reconhecimento de gestos da mão utilizando aprendizagem automática em Python
737,Análise de dados
738,Introdução à ciência dos dados
739,Chuvas Intensas e Marés Crescentes em Moçambique: Desafios e Estratégias Diante do Aumento do Nível do Mar
740,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64"
741,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal"
742,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender"
743,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam"
744,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script"
745,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia"
746,Reconhecimento de gestos da mão utilizando aprendizagem automática em Python
747,Análise de dados
748,Introdução à ciência dos dados
749,Chuvas Intensas e Marés Crescentes em Moçambique: Desafios e Estratégias Diante do Aumento do Nível do Mar
750,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64"
751,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal"
752,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender"
753,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam"
754,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script"
755,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia"
756,Reconhecimento de gestos da mão utilizando aprendizagem automática em Python
757,Análise de dados
758,Introdução à ciência dos dados
759,Chuvas Intensas e Marés Crescentes em Moçambique: Desafios e Estratégias Diante do Aumento do Nível do Mar
